"","individualID","namedLocation","plotID","date.x","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","basalStemDiameter","subplotID","taxonID","scientificName","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty"
"11","NEON.PLA.D19.HEAL.00395","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",0.6,0.5,0.3,"Mostly shaded",1.1,"40","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"12","NEON.PLA.D19.HEAL.00396","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"sapling","Live",NA,NA,"noChange",1.6,NA,NA,"Mostly shaded",2.2,"40","PIGL","Picea glauca (Moench) Voss",NA,NA,NA,NA,NA,NA,NA,NA
"13","NEON.PLA.D19.HEAL.00398","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Live, physically damaged",NA,NA,"noChange",0.4,0.4,0.3,"Partially shaded",0.9,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"14","NEON.PLA.D19.HEAL.00402","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.4,"31","SAPU15","Salix pulchra Cham.",NA,NA,NA,NA,NA,NA,NA,NA
"15","NEON.PLA.D19.HEAL.00402","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,1.6,"31","SAPU15","Salix pulchra Cham.",NA,NA,NA,NA,NA,NA,NA,NA
"16","NEON.PLA.D19.HEAL.00402","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,1.5,"31","SAPU15","Salix pulchra Cham.",NA,NA,NA,NA,NA,NA,NA,NA
"17","NEON.PLA.D19.HEAL.00402","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.1,1,0.8,"Full sun",2,"31","SAPU15","Salix pulchra Cham.",NA,NA,NA,NA,NA,NA,NA,NA
"18","NEON.PLA.D19.HEAL.00402","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,2,"31","SAPU15","Salix pulchra Cham.",NA,NA,NA,NA,NA,NA,NA,NA
"19","NEON.PLA.D19.HEAL.00403","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.7,0.5,"Partially shaded",1.4,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"20","NEON.PLA.D19.HEAL.00404","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,NA,"Lost, fate unknown",NA,NA,"noChange",NA,NA,NA,NA,NA,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"21","NEON.PLA.D19.HEAL.00412","HEAL_073.basePlot.vst","HEAL_073",2021-09-14,"single bole tree","Live",15.1,126,"noChange",8.5,2.2,1.9,"Open grown",NA,"31","PIGL","Picea glauca (Moench) Voss","6N",7084696.02760866,391225.834147508,0.71,63.8725191052656,-149.214124101123,"692.3",1.22
"22","NEON.PLA.D19.HEAL.00428","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.6,0.4,"Partially shaded",1.6,"32","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"23","NEON.PLA.D19.HEAL.00429","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,NA,"No longer qualifies",NA,NA,"noChange",NA,NA,NA,NA,NA,"32","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"24","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"25","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.3,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"26","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.2,2.3,1.6,"Full sun",1.2,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"27","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.4,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"28","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.9,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"29","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"30","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.9,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"31","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.9,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"32","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.3,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"33","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.8,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"34","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.2,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"35","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.4,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"36","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.9,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"37","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.3,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"38","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.3,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"39","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"40","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.3,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"41","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"42","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"43","NEON.PLA.D19.HEAL.00445","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"44","NEON.PLA.D19.HEAL.00493","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",0.5,0.5,0.1,"Full sun",1.1,"31","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"45","NEON.PLA.D19.HEAL.00501","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.3,0.2,0.2,"Partially shaded",1,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"46","NEON.PLA.D19.HEAL.00507","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.9,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"47","NEON.PLA.D19.HEAL.00507","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,1.7,0.7,"Mostly shaded",1,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"48","NEON.PLA.D19.HEAL.00512","HEAL_066.basePlot.vst","HEAL_066",2021-09-14,"single bole tree","Live",15.1,125,"noChange",7.4,2.8,2.6,"Open grown",NA,"40","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084647.28245446,391173.335307424,0.7,63.8720656385095,-149.215157338963,"695.75",1.16
"49","NEON.PLA.D19.HEAL.00662","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.5,0.3,"Partially shaded",1.4,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"50","NEON.PLA.D19.HEAL.00663","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.4,0.2,"Partially shaded",0.9,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"51","NEON.PLA.D19.HEAL.00664","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.1,0.6,0.2,"Partially shaded",1.6,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"52","NEON.PLA.D19.HEAL.00665","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.5,0.2,"Partially shaded",1.2,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"53","NEON.PLA.D19.HEAL.00666","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,NA,"Downed",NA,NA,"noChange",NA,NA,NA,NA,NA,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"54","NEON.PLA.D19.HEAL.00667","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.8,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"55","NEON.PLA.D19.HEAL.00667","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,0.8,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"56","NEON.PLA.D19.HEAL.00667","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",0.9,0.7,0.3,"Partially shaded",1.1,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"57","NEON.PLA.D19.HEAL.00668","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.1,0.4,0.3,"Partially shaded",1.5,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"58","NEON.PLA.D19.HEAL.00669","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",1,0.5,0.4,"Partially shaded",1.6,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"59","NEON.PLA.D19.HEAL.00670","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.7,0.6,"Partially shaded",1.6,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"60","NEON.PLA.D19.HEAL.00671","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.9,0.3,0.1,"Partially shaded",1.1,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"61","NEON.PLA.D19.HEAL.00672","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.5,0.4,"Partially shaded",1.2,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"62","NEON.PLA.D19.HEAL.00673","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.4,0.2,"Partially shaded",1.9,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"63","NEON.PLA.D19.HEAL.00674","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Dead, broken bole",NA,NA,"noChange",NA,NA,NA,NA,0.9,"40","BEOC2","Betula occidentalis Hook.",NA,NA,NA,NA,NA,NA,NA,NA
"64","NEON.PLA.D19.HEAL.00674","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.2,0.7,0.4,"Partially shaded",1.2,"40","BEOC2","Betula occidentalis Hook.",NA,NA,NA,NA,NA,NA,NA,NA
"65","NEON.PLA.D19.HEAL.00675","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.2,0.2,"Partially shaded",0.8,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"66","NEON.PLA.D19.HEAL.00676","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,1.3,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"67","NEON.PLA.D19.HEAL.00676","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,0.9,0.9,"Partially shaded",1.5,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"68","NEON.PLA.D19.HEAL.00677","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,0.5,0.2,"Partially shaded",1,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"69","NEON.PLA.D19.HEAL.00678","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.5,0.2,"Partially shaded",1,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"70","NEON.PLA.D19.HEAL.00680","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.7,0.4,"Partially shaded",1.2,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"71","NEON.PLA.D19.HEAL.00681","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.5,0.4,"Partially shaded",1.1,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"72","NEON.PLA.D19.HEAL.00682","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.4,0.3,"Partially shaded",1.2,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"73","NEON.PLA.D19.HEAL.00683","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,0.6,0.3,"Partially shaded",1.1,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"74","NEON.PLA.D19.HEAL.00684","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"75","NEON.PLA.D19.HEAL.00684","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live, broken bole",NA,NA,"noChange",0.7,0.5,0.4,"Partially shaded",1.1,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"76","NEON.PLA.D19.HEAL.00685","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.3,0.3,"Partially shaded",1,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"77","NEON.PLA.D19.HEAL.00687","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.1,0.9,0.7,"Partially shaded",1.4,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"78","NEON.PLA.D19.HEAL.00688","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.7,0.4,"Partially shaded",1.5,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"79","NEON.PLA.D19.HEAL.00689","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.4,0.3,"Partially shaded",1.2,"31","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"80","NEON.PLA.D19.HEAL.00690","HEAL_051.basePlot.vst","HEAL_051",2021-09-14,"single bole tree","Live",13.2,115,"noChange",6.4,2.4,2.3,"Open grown",NA,"41","PIGL","Picea glauca (Moench) Voss","6N",7084893.9731965,391064.040771463,0.74,63.8742437733495,-149.217554431844,"689.17",1.2
"81","NEON.PLA.D19.HEAL.01052","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.7,0.4,"Full sun",1,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"82","NEON.PLA.D19.HEAL.01052","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.7,0.7,0.4,"Full sun",1,"41","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"83","NEON.PLA.D19.HEAL.01053","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.5,0.3,"Partially shaded",0.9,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"84","NEON.PLA.D19.HEAL.01053","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.5,0.3,"Partially shaded",0.9,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"85","NEON.PLA.D19.HEAL.01053","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.5,0.3,"Partially shaded",0.9,"32","BEGL/BENA","Betula glandulosa/nana",NA,NA,NA,NA,NA,NA,NA,NA
"86","NEON.PLA.D19.HEAL.01055","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,NA,"No longer qualifies",NA,NA,"noChange",NA,NA,NA,NA,NA,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"87","NEON.PLA.D19.HEAL.01057","HEAL_055.basePlot.vst","HEAL_055",2021-09-14,NA,"No longer qualifies",NA,NA,"noChange",NA,NA,NA,NA,NA,"40","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","6N",7084861.71378989,390819.832632705,0.7,63.8738782679129,-149.222498294855,"686.02",1.1
"88","NEON.PLA.D19.HEAL.01063","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",NA,NA,NA,NA,1.1,"31","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"89","NEON.PLA.D19.HEAL.01063","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.8,0.8,0.7,"Partially shaded",1.4,"31","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"90","NEON.PLA.D19.HEAL.01064","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"deformityGrowth",0.5,0.5,0.3,"Mostly shaded",0.9,"31","SAGL","Salix glauca L.",NA,NA,NA,NA,NA,NA,NA,NA
"91","NEON.PLA.D19.HEAL.01064","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,1.1,"31","SAGL","Salix glauca L.",NA,NA,NA,NA,NA,NA,NA,NA
"92","NEON.PLA.D19.HEAL.01087","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,NA,"No longer qualifies",NA,NA,"noChange",NA,NA,NA,NA,NA,"40","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"93","NEON.PLA.D19.HEAL.01100","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.5,0.5,0.5,"Partially shaded",1.2,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"94","NEON.PLA.D19.HEAL.01101","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,0.6,0.4,"Partially shaded",1,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"95","NEON.PLA.D19.HEAL.01102","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.6,0.6,0.5,"Mostly shaded",1.4,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"96","NEON.PLA.D19.HEAL.01103","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",0.3,0.7,0.2,"Full shade",1.1,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"97","NEON.PLA.D19.HEAL.01119","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",0.4,0.6,0.4,"Mostly shaded",1.8,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"98","NEON.PLA.D19.HEAL.01121","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Live",NA,NA,"noChange",1.2,0.6,0.4,"Partially shaded",1.5,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
"99","NEON.PLA.D19.HEAL.01122","HEAL_047.basePlot.vst","HEAL_047",2021-09-14,"small shrub","Standing dead",NA,NA,"noChange",1.1,0.6,0.4,"Partially shaded",2.5,"41","BETUL","Betula sp.",NA,NA,NA,NA,NA,NA,NA,NA
