uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF
"719b9de9-ff5e-409d-8293-5c5b96216b40","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","3",,,,,"NEON.PLA.D19.DEJU.00114",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"decddcc7-407c-44bb-ac8e-a5ae9011cf5b","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00044",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"1828b3fd-8499-411d-82cc-3dcd93be850d","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39",,"59",2.1,241.3,,"NEON.PLA.D19.DEJU.00122",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"136e3b20-4750-4bce-85a6-56d8eb60ac70","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00112",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"a07a5e55-0cba-45b7-ac32-3b962d02b698","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23",,"23",6.1,358.6,,"NEON.PLA.D19.DEJU.00024",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"3cecf0e1-8922-424b-88bf-977f53f45c22","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","21","1",,,,,"NEON.PLA.D19.DEJU.00134",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"755c436f-196f-4764-b65b-5b056c196253","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"21",7.9,2.3,,"NEON.PLA.D19.DEJU.00006",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"fe56a2fd-1a60-4765-8ad2-91a3e29fd348","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","21","1",,,,,"NEON.PLA.D19.DEJU.00135",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"91de0b1c-0866-4bce-ab30-4b1e97fc28fb","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","3",,,,,"NEON.PLA.D19.DEJU.00117",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"dda2113b-4abd-403e-b751-601346374c1a","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00102",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"28281a90-77c2-4085-ad79-4f7db5389773","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21","1",,,,,"NEON.PLA.D19.DEJU.00020",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"a883de4c-0fea-4004-a788-5ad2da93d9d9","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00047",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"7ef29ff6-0b13-4e1e-9016-f152b972ae78","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","21",,"23",17.0,310.9,,"NEON.PLA.D19.DEJU.00132",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"f1f23f95-26e3-47db-bfea-8e9a8dbbac32","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"21",3.9,2.3,,"NEON.PLA.D19.DEJU.00007",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"5666a95d-6d37-4bbe-ab16-4ddabd9d3751","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39",,"59",10.0,209.3,,"NEON.PLA.D19.DEJU.00124",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"ac0890d3-d37a-46e6-95ec-3061143956df","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39",,"41",4.0,2.0,,"NEON.PLA.D19.DEJU.00125",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"afc290b9-1163-4e0a-b33f-e776d80a1836","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00038",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"a0d64939-8a9c-4773-867a-bcffb8cccfd2","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21","1",,,,,"NEON.PLA.D19.DEJU.00021",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"2edbbb4f-b7c6-4ba4-9a58-7b4e67f1d3bd","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00101",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"2d16365d-468c-4e4d-ade4-8e49f5b075ba","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00105",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"7ecf8c76-b0a1-4d1f-848f-63916db70443","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00111",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"5b91a32e-622d-4b04-ba41-3bfa8ca4006c","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"41",8.5,246.8,,"NEON.PLA.D19.DEJU.00019",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"9f6ab996-2374-4b2d-81f0-9a774f834081","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00109",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"bb8dd612-a64b-4bcf-95d4-8110ad072f3c","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"39",7.3,172.8,,"NEON.PLA.D19.DEJU.00005",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"46cc5a99-95a9-47f4-adf1-8f800b071bdb","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00036",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"41c67e75-cbc3-4da3-880b-0d8c71c1b4e3","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00048",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"86b2d27d-53c8-4889-be9c-e48bad627f07","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"23",8.7,293.4,,"NEON.PLA.D19.DEJU.00011",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"700f4f1c-1417-473e-bc9a-2266f2238e59","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","2",,,,,"NEON.PLA.D19.DEJU.00029",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"ca58c982-6fbc-45f7-b8c6-ef005cbad616","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"21",12.2,39.9,,"NEON.PLA.D19.DEJU.00018",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"58a12fe6-efab-4884-86b1-66ed81695fc9","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00049",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"d5e35efa-9258-4549-a469-4cb8231b04a4","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1","39",1.8,34.5,,"NEON.PLA.D19.DEJU.00103",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"fa58b489-ff6f-46f8-8f15-5e56631c3f85","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"21",5.2,54.0,,"NEON.PLA.D19.DEJU.00008",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"e46f67f9-01a1-4c9d-af24-e8df31000447","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00110",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"b49f2384-dd10-413b-a71c-4cc208de5106","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00107",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"11eaf1f9-7cc6-44c0-ac77-0adeea19eabe","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","2",,,,,"NEON.PLA.D19.DEJU.00030",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"74d405c0-9c66-40e8-8e6a-54382b4ed864","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"41",11.6,225.7,,"NEON.PLA.D19.DEJU.00016",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"dfe33852-1382-4ff7-85ee-a4a31f9a31cd","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","21","1",,,,,"NEON.PLA.D19.DEJU.00140",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"133032e4-8a90-4d05-8dd3-842b9a49da65","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","21",,"21",4.0,67.0,,"NEON.PLA.D19.DEJU.00009",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"sroberts@field-ops.org","agutting@field-ops.org",
"3f251488-850d-4848-98d3-0d6b2d644957","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00106",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"2a7ae680-41de-40ef-b1ee-c5dfa78a6cc6","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","21","1",,,,,"NEON.PLA.D19.DEJU.00139",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"amau@field-ops.org","mharris@field-ops.org",
"077dfe6e-c6f3-4fda-a18f-7d4cb7a83e3a","DEJU_051.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_051","39","1",,,,,"NEON.PLA.D19.DEJU.00113",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"mharris@field-ops.org","amau@field-ops.org",
"9b7769fe-b9b8-4dc5-a069-6b63b9e9a697","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00043",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"902777c0-929b-439b-babd-82bd26460bc3","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00035",,,"NEON.DOC.000987vE","POTR5","Populus tremuloides Michx.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
"0a5f700c-456a-4e29-9426-2b5ed54f1d44","DEJU_050.basePlot.vst","2015-06-15","vst_DEJU_2015","D19","DEJU","DEJU_050","23","4",,,,,"NEON.PLA.D19.DEJU.00037",,,"NEON.DOC.000987vE","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","species",,,,,,"agutting@field-ops.org","sroberts@field-ops.org",
