uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"5385fb68-9e99-49af-9c52-e675217569f4","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02105","11","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"half-sphere",1.2,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","11aac1d4-3ca2-4704-aae7-3eb89aa000ec",
"44c4808e-ba95-481b-af23-5b5565a3bfbe","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02105","1","ok","small shrub","Live",,,"noChange",0.9,,,,1.4,1.2,"Full sun","half-sphere",1.4,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","07d4f74d-c160-4017-9517-83306f4120f7",
"d9dadd03-24c0-43ac-9c50-4527e27909c3","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00499","23","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.0,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","e8a3ec1c-436d-4e1c-a90f-f0096bb5f4e8",
"976399f9-04ec-4431-9ec6-5f1ad7108185","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02111","3","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"half-sphere",1.1,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","ab57c9d9-4005-458e-9be1-526abc44e48d",
"9ec0040c-c400-4f84-8476-31e960cd764f","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02112","4","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"inverted cone",1.5,10,0.22,0.19,,,,,,,,,"Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","6eaac4c3-4710-43c8-997d-6b424c6cf594",
"5c63df14-d729-430e-a11b-cc5aa6608ce4","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00476","1","ok","sapling","Standing dead",,,"noChange",0.3,,,,,,"Full sun",,1.1,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","ac921a89-e60c-47a2-9a47-926afa523fb8",
"25f183d7-1a25-4c62-b7da-825049569355","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02105","4","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.1,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","17ccca37-df3f-43e5-9970-1a21e437cc69",
"72beacfa-2dee-4570-aa05-a4fa533ffdee","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.05099","1","ok","sapling","Live",,,"noChange",0.5,,,,,,"Mostly shaded",,1.0,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","ecff5074-8cdb-4d51-9e4f-738bb19712bb",
"2196f6b2-da02-42a8-a9bf-c5c7430dc79c","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02105","10","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.1,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","6659c8d1-2c1d-4bc5-a04c-2d33be3ede0d",
"e0c8dc6c-68f2-4e80-b167-e50a880acc8e","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02107","3","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.0,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","c11987fe-8d78-4419-b5ff-a6e125354e54",
"da1d4c4b-80da-4773-a1fd-ec6841ef9b14","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.02110","1","ok","small tree","Live",1.2,130,"noChange",1.5,,,,0.7,0.7,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","ff94c581-ba26-4a03-9629-46496557adb3",
"d50d29aa-dea5-4a93-8ac8-e0c946fb8f40","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00700","1","ok",,"Downed",,,"noChange",,,,,,,,,,,,,,,,,,,,,"Dead; Unknown cause of death| Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","37bc8580-af98-47c1-a9b3-ec82b05c9e06",
"7550dbd4-d403-4eaf-9a1d-3a2608643457","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00499","15","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",2.1,10,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","9be9e5b1-89e3-4cf5-acba-c34c256029d8",
"a200d4cd-c951-4bf5-8596-92ac8baaf42a","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00412","1","ok","single bole tree","Live",12.1,130,"noChange",6.4,,,,1.8,1.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-6603-4076","0000-0003-1678-1246","a6e824c2-dd18-40bc-b013-a399ddce62b6",
"25388b63-4af4-4468-a71a-bc1b002b44ba","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05107","1","ok","small shrub","Standing dead",,,"noChange",0.6,,,,1.1,0.8,"Full sun","half-sphere",2.3,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-0099-7774","0000-0002-0099-7774","ef34a17d-916a-4c96-925b-07454bfbdc4c",
"37e87214-df85-447a-a370-0d9c9196df4d","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00488","8","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.4,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","9f44300f-20af-4d71-8161-54e09bbc1bbe",
"1b43644d-2843-49a0-b917-e31f06732e0c","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05111","1","ok","small shrub","Live",,,"noChange",0.7,,,,0.6,0.2,"Full sun","inverted cone",1.5,10,0.07,0.03,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","486148fd-d560-4c3b-8e72-d640fa8c25ca",
"3651749a-2bbc-47ad-8125-78731a2d33fd","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00279","1","ok","sapling","Live",,,"noChange",0.4,,,,,,"Full sun",,1.5,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","83e3c821-c760-4eff-af80-4834b9a0fb08",
"144b650f-40e0-4892-9e6e-7dcd6ab0da80","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.02441","1","ok","small shrub","Live",,,"noChange",0.5,,,,0.7,0.4,"Partially shaded","inverted cone",1.2,10,0.05,0.01,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","759aec65-f291-4321-a6a5-9d051f1ef989",
"def58382-e79d-4f92-8648-49d85c823aac","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.02440","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Mostly shaded",,1.7,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","0cefea1d-de7e-406f-ad1d-cfa74ca3262f",
"9547ecf8-98c8-42af-a5fa-4d3e5d310b5f","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.02442","1","ok","sapling","Standing dead",,,"noChange",0.4,,,,,,"Partially shaded",,1.0,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","fdb0577a-3230-4be2-b5d2-7d88465f7f7b",
"fd12f88d-0a40-44cb-83fa-34d05487684b","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05105","1","ok","sapling","Live",,,"noChange",0.5,,,,,,"Partially shaded",,1.3,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","e866f46a-7038-4fce-8bb1-3b608f440441",
"2cee4a85-ea28-4610-9113-98758035d573","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00263","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Partially shaded",,1.9,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","f374b16e-412b-47a6-9d9a-9214efa98600",
"6af221c0-1f1e-4a45-928b-d459fcf302f4","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05114","1","ok","sapling","Live",,,"noChange",0.9,,,,,,"Full sun",,1.2,14,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","38787b27-b28f-41d6-a965-28f3e5ff3b28",
"24b84c60-3e83-4954-82f8-2afccd8a0625","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.02443","1","ok","small shrub","Live",,,"noChange",0.4,,,,0.6,0.4,"Full sun","oblate half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","6d13416c-8d0d-4e4a-af17-9d837b932c2f",
"e1b3272c-fb5b-4471-8b3b-e002862984e9","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00486","6","ok","small shrub","Standing dead",,,"noChange",,0.0,,,,,,"ellipsoid or sphere",1.5,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","98c4af58-42fc-45db-b866-c3fa93325a92",
"5bed014f-1e79-4a5a-b371-9eda6b9553b2","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00492","1","ok","small shrub","Standing dead",,,"noChange",0.7,,,,0.7,0.3,"Partially shaded","inverted cone",1.0,10,0.05,0.02,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","6e912a10-0330-42b6-9f57-7b8436bec4ad",
"9d4c9c48-90c9-43aa-aeba-e89d0b90a73c","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00488","5","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.5,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","c364c3ef-e9ce-4619-b83f-b0357518c36e",
"95447c73-d5d6-409a-a690-0bb4fabc632a","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05110","1","ok","sapling","Live",,,"noChange",0.2,,,,,,"Full shade",,1.3,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","2ade6fee-bafd-4cec-ba4e-3e3292f4093c",
"61e65404-fd19-44c9-ad01-434a762ea9ad","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05107","3","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.7,14,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","b95f3dc0-9c47-495e-811a-e999b6f8b7c9",
"0a335234-fb28-45ea-be6e-13b6cb0f8bbb","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00497","1","ok","single bole tree","Live",11.8,136,"noChange",4.6,,,,4.3,3.2,"Full sun",,,,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","b6c07268-92ab-45d2-b202-0eac7cdd2bc1",
"e7cd6e9a-7a08-45da-b1ad-b4b5e9eaaa15","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00493","1","ok","sapling","Standing dead",,,"noChange",0.4,,,,,,"Mostly shaded",,1.0,10,,,,,,,,,,,"We moved the tag to a living well rooted stem that currently does not qualify.","0000-0002-2833-9853","0000-0002-2833-9853","4a991d52-ea62-4eee-ba35-2d9349041983",
"4dc93ec7-f0f2-45f2-9c17-a2b1f62f4bf2","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00270","1","ok","small tree","Live",1.8,130,"noChange",1.8,,,,1.3,1.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","b6307b52-4b8f-4947-addf-540839dcf6ab",
"fcded0dd-2ff5-4d84-b9a9-111b609c365a","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00488","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.9,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","5ad8efd1-6498-415d-a0fc-1fe3812bc47e",
"42cb3a02-8e9d-4b4c-a31f-293ccecb7b17","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00257","1","ok","single bole tree","Live",13.5,132,"noChange",7.6,,,,2.3,1.9,"Full sun",,,,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","91e4ef1c-cae7-44d6-bcd0-7f299ed6d945",
"7bc47d60-c65d-445b-866a-1ff737d9e3e2","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00485","1","ok","small tree","Standing dead",1.3,130,"noChange",1.8,,,,0.9,0.6,"Full sun",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","51f7c919-c4b9-4d78-a94f-70f68d85c404",
"e36b832b-6ce1-4e88-aacd-82c9b3490c83","DEJU_045.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_045","NEON.PLA.D19.DEJU.00699","1","ok",,"Downed",,,"noChange",,,,,,,,,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-6603-4076","0000-0003-1678-1246","de96cba7-d537-4302-8a6c-0700ba758f58",
"533ad497-954e-46b8-bb1f-6a37f5e332ee","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00484","2","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"oblate half-sphere",1.1,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","b15eb7e4-ff9c-424d-889a-b459ced0a788",
"15c56307-0711-4f40-9dfc-e2233b6e20e2","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00260","1","ok","sapling","Live",,,"noChange",1.3,,,,,,"Partially shaded",,3.0,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","5da30096-2580-40f1-89a9-72b33e41c06b",
"990134b6-3bfd-4164-bedc-d0b1b8fb6f97","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00486","1","ok","small shrub","Live",,,"noChange",1.0,0.0,,,1.3,0.9,"Full sun","ellipsoid or sphere",3.1,10,,,,,,,,,,,,"0000-0002-2833-9853","0000-0002-2833-9853","a2930439-2972-43f1-a940-b000cf1feb2c",
"2346d7cc-1957-4f65-ad40-a182a51cf671","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00494","1","ok","single bole tree","Live",12.0,134,"noChange",7.0,,,,2.5,2.1,"Full sun",,,,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","46e2f5cd-adec-4466-96da-d23474c4431a",
"c89f48c6-5019-4c7a-bacc-225627488b30","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00278","1","ok","sapling","Live",,,"noChange",0.9,,,,,,"Full sun",,2.1,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","0a3cf7be-e17f-498c-8fec-626deafb0451",
"d4e2ff4a-c2cc-47fe-8b82-9894031695f5","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05101","1","ok","single bole tree","Live",10.8,130,"noChange",6.0,,,,2.9,2.1,"Full sun",,,,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","5b27eb32-6a84-464d-8e3c-2165310da395",
"6fd4350b-1b4e-47c4-be91-bbd16f8c51fc","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00275","1","ok","sapling","Live",,,"noChange",0.1,,,,,,"Partially shaded",,2.2,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","c6a66aed-2071-4305-bab8-c379943e28e6",
"60468d9f-e4e8-4c84-a741-9803ab64fc59","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00486","3","ok","small shrub","Standing dead",,,"noChange",,0.0,,,,,,"ellipsoid or sphere",2.2,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-2833-9853","0000-0002-2833-9853","b98d0528-f3fe-42b5-869b-8261e890a8dc",
"19f7f694-8cec-401d-82cc-c1c103f8c22e","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05109","1","ok","small shrub","Live",,,"noChange",0.4,,,,0.5,0.3,"Full sun","inverted cone",1.1,10,0.07,0.05,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","df321752-3725-4cbd-bb27-fccd65456060",
"d4b8e462-9bae-4726-b76b-9972de128ba5","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00282","1","ok","small shrub","Live",,,"noChange",0.4,,,,0.7,0.7,"Full sun","half-sphere",1.5,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","0721d2da-d680-4305-abf7-05441806037a",
"48b03cf3-21e2-4631-8b81-0c280c82d136","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05107","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.6,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","24058bf1-3efc-4cc6-a431-3084e5753bb8",
"34603afe-e0f1-45de-ad4a-d17738510f77","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.05112","1","ok","sapling","Live",,,"branchGrowth",0.7,,,,,,"Full sun",,1.0,11,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","238d6f0a-e793-4b9f-b6ad-be2ecd3936a2",
"49dbea8f-2c53-43c6-89b2-6cef7670f651","DEJU_052.basePlot.vst","2021-08-23","vst_DEJU_2021","D19","DEJU","DEJU_052","NEON.PLA.D19.DEJU.00489","2","ok","small shrub","Live",,,"noChange",,,,,,,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-0099-7774","0000-0002-0099-7774","25b27569-020b-4435-9dbe-6b6bb16f6e76",
